business_category,sub_category,brand,product,quantity,price,mainCategory,midCategory,category,qty,unit
Grocery/General Stores,Party Essentials,Nabhas,Disposable Ripple Cup - 240 ML,25 pcs,Rs 159,cleaning-household,party-festive-needs,disposable-cups-plates,25,pc
Personal Care,Men's Grooming,Nivea Men,"Body Wash, Deep Impact, 3-In-1 Shower Gel For Body, Face & Hair, With Microfine Clay",250 ml,Rs 191.04,beauty-hygiene,mens-grooming,bath-shower,250,ml
Grocery/General Stores,Household and Kitchen needs,Frosch,Dishwashing Liquid - Citrus,500 ml,MRP: Rs 239,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,500,ml
Personal Care,Body Care,PureSense,Rejuvenating Grapefruit Body Cleansing Gel,200ml,Rs 595,beauty-hygiene,skin-care,body-care,200,ml
Grocery/General Stores,Namkeen and Chatar Patar,Townbus,Namkeen - Khara Boondi,135 g,MRP: Rs 50,snacks-branded-foods,snacks-namkeen,namkeen-savoury-snacks,135,g
Grocery/General Stores,Dry Fruits & Nuts,True Elements,"5-in-1 Super Seeds Mix - Chia, Sunflower, Pumpkin, Flax",250 g - Rs280.00,Rs 280,gourmet-world-food,snacks-dry-fruits-nuts,roasted-seeds-nuts,250,g
Grocery/General Stores,Namkeen and Chatar Patar,Haldirams,Bhujia Sev,600 g,MRP: Rs 140,snacks-branded-foods,snacks-namkeen,namkeen-savoury-snacks,600,g
Grocery/General Stores,"Tea , Coffee and Powders",Nestle,Coffee Creamer - Coffee-Mate,400 g Jar,MRP: Rs 425,gourmet-world-food,drinks-beverages,coffee-pre-mix,400,g
Personal Care,Skin Care,INATUR,Kumkumadi Undereye Serum,10 g,Rs 600,beauty-hygiene,skin-care,eye-care,10,g
Grocery/General Stores,Biscuits and Cookies,Horlicks,Biscuits,300 g,MRP: Rs 30,snacks-branded-foods,biscuits-cookies,glucose-milk-biscuits,300,g
Grocery/General Stores,"Tea , Coffee and Powders",Lipton,Green Tea - Lemon Zest,13 g (10 Bags x 1.3 g each),MRP: Rs 65,beverages,tea,green-tea,13,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Organic Nation,Organic - Jaggery Powder,500 g,MRP: Rs 85,foodgrains-oil-masala,organic-staples,organic-sugar-jaggery,500,g
Personal Care,Men's Grooming,Veet,Hair Removal Gel Cream For Men,200 ml,Rs 4999,beauty-hygiene,mens-grooming,face-body,200,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",HappyChef,Chocolate Essence,30 ml,Rs 125,snacks-branded-foods,ready-to-cook-eat,home-baking,30,ml
Personal Care,Baby Care,Mee Mee,Infant Rattle Set,1 pc,MRP: Rs 449,baby-care,baby-accessories,soothers-teethers,1,pc
Grocery/General Stores,Biscuits and Cookies,Britannia,Tiger Elaichi Cream Biscuits,43 g,Rs 5,snacks-branded-foods,biscuits-cookies,glucose-milk-biscuits,43,g
Grocery/General Stores,Ghee and Oil,Saffola,Tasty Pro Fitness Conscious Edible Oil,5 L Pet Jar,Rs 963,foodgrains-oil-masala,edible-oils-ghee,blended-cooking-oils,5,l
Personal Care,Feminine Hygiene,STAYFREE,Secure XL Cottony Soft 2x20pcs+Dry-Max All Night Ultra-Thin XL 7pcs (with Wings),Combo 3 Items,Rs 287.49,beauty-hygiene,feminine-hygiene,sanitary-napkins,3,pc
Grocery/General Stores,Health care,Chicnutrix,Complete Skin Nutrition Formula Effervescent Tablets - Japanese Glutathione & Vitamin C,180 g (2 x 20 Tablets),Rs 1533,beauty-hygiene,health-medicine,supplements-proteins,180,g
Personal Care,Body Care,Dermafique,Aqua Quench Cleansing Mousse For All Skin Types,150ml,Rs 449,beauty-hygiene,skin-care,face-care,150,ml
Personal Care,Body Care,Vaseline,Intensive Care Advanced Repair Lotion,400ml,Rs 599,beauty-hygiene,skin-care,face-care,400,ml
Grocery/General Stores,Biscuits and Cookies,Tiffany,Activ Biscuits - Digestive Light,400 g Carton,MRP: Rs 250,gourmet-world-food,chocolates-biscuits,crackers-digestive,400,g
Grocery/General Stores,Household and Kitchen needs,Scotch brite,Jet Scrubber - Tough,1 pc,Rs 135,cleaning-household,mops-brushes-scrubs,utensil-scrub-pad-glove,1,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",MM Originals,Coconut Paste,350 g,Rs 333.20,foodgrains-oil-masala,masalas-spices,cooking-pastes,350,g
Milk & Milk Products,Flavoured Soya Milk,Nestle,"Flavoured Drink - Nesquik, Chocolate",500 g,MRP: Rs 1200,gourmet-world-food,dairy-cheese,milk-soya-drinks,500,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Red Bull,Sugar Free,250 ml (Pack of 24),MRP: Rs 2760,beverages,energy-soft-drinks,sports-energy-drinks,250,ml
Grocery/General Stores,"Utensils, Plastics & Storage",Prestige,Svachh Aluminium Outer Lid Pressure Cooker (10725),3 L,Rs 1470,kitchen-garden-pets,cookware-non-stick,pressure-cookers,3,l
Grocery/General Stores,Dairy products,Amul,Mango Shrikhand,500 g Cup,Rs 90,bakery-cakes-dairy,dairy,yogurt-shrikhand,500,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Coolberg,"Beer - Peach, Non-Alcoholic",300 ml,MRP: Rs 109,gourmet-world-food,drinks-beverages,non-alcoholic-beer-wine,300,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Tata Sampann,Punjabi Chole Masala With Natural Oil,100g,Rs 70,foodgrains-oil-masala,masalas-spices,blended-masalas,100,g
Grocery/General Stores,Pickles & Chutney,Mother's Recipe,Pickle - Mango,1 kg Jar,Rs 160,snacks-branded-foods,pickles-chutney,lime-mango-pickle,1,kg
Grocery/General Stores,"Tea , Coffee and Powders",Nescafe,É Smart Coffee Maker/Machine & Travel Mug,950 Grams,Rs 6499,gourmet-world-food,drinks-beverages,coffee-pre-mix,950,g
Grocery/General Stores,Household and Kitchen needs,Eco Nation,Rain Backpack Cover - Black,50 L,Rs 249,cleaning-household,party-festive-needs,seasonal-accessories,50,l
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",BORGES,Durum Wheat Pasta - Mini Penne Rigate,350 g Pouch,Rs 99,gourmet-world-food,pasta-soup-noodles,pastas-spaghetti,350,g
Grocery/General Stores,"Utensils, Plastics & Storage",Nakoda,Turbo Bucket - Assorted Colour,20 L,MRP: Rs 343,cleaning-household,bins-bathroom-ware,buckets-mugs,20,l
Chicken and meat,Mutton,Pure South,Lamb Hind Shank - New Zealand,900 g,Rs 2249.10,eggs-meat-fish,mutton-lamb,frozen-mutton,900,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Samyang,Hot Chicken Flavour Ramen 3 X Spicy,140 g Packet,MRP: Rs 150,gourmet-world-food,pasta-soup-noodles,imported-noodles,140,g
Personal Care,Skin Care,Joy,Deep Detoxifying & Purifying Activated Charcoal Face Mask,250 g,MRP: Rs 265,beauty-hygiene,skin-care,face-care,250,g
Grocery/General Stores,"Tea , Coffee and Powders",Red Label,Tea,500 g Carton - Rs 255.00,Rs 255,beverages,tea,leaf-dust-tea,500,g
Grocery/General Stores,Ghee and Oil,Klf,Coconad - Pure Coconut Oil,1 L,MRP: Rs 347,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,1,l
Grocery/General Stores,Health care,Godrej Protekt,"Face Mask GP95+ - White, Medium",1 pc,Rs 130,beauty-hygiene,health-medicine,face-masks-safety-gears,1,pc
Personal Care,Body Care,Dermafique, Acne Avert Cleansing Mousse,150ml,Rs 449,beauty-hygiene,skin-care,face-care,150,ml
Grocery/General Stores,"Utensils, Plastics & Storage",Cello,Scarlett Bliss Dinner Set - White,20 pcs,Rs 1259,kitchen-garden-pets,crockery-cutlery,dinner-sets,20,pc
Personal Care,Hair Care,Loreal Paris,Excellence Cream Hair Color-Natural Dark Brown+Color Protect Shampoo,Combo 2 Items,Rs 778,beauty-hygiene,hair-care,hair-color,2,pc
Personal Care,Men's Grooming,Beardo,Comb - Beard Shaping & Styling Tool,1 pc,Rs 374,beauty-hygiene,mens-grooming,moustache-beard-care,1,pc
Grocery/General Stores,Ghee and Oil,Mr. Gold,Nakshatra Pooja Oil,500 ml - Rs 90.00,Rs 90,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,500,ml
Grocery/General Stores,Namkeen and Chatar Patar,Townbus,Namkeen - Ribbon Pakoda,135 g,MRP: Rs 50,snacks-branded-foods,snacks-namkeen,namkeen-savoury-snacks,135,g
Grocery/General Stores,Chips and Crisps,4700BC,Gourmet Popcorn - Himalayan Salt Caramel,125 g - Rs 74.25,Rs 74.25,gourmet-world-food,snacks-dry-fruits-nuts,gourmet-popcorn,125,g
Grocery/General Stores,Household and Kitchen needs,Ujala Supreme,Crisp & Shine Floral Fusion Fabric Enhancer,200 g,Rs 50,cleaning-household,detergents-dishwash,fabric-pre-post-wash,200,g
Grocery/General Stores,Stationery,QIPS,Cylindrical Shaped Pencil Pouch Bag - With Teddy Art,1 pc,Rs 212,cleaning-household,stationery,exam-pads-pencil-box,1,pc
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",SDA PAPPADS,Onion Ring Papad,200 g,Rs 48.50,snacks-branded-foods,ready-to-cook-eat,papads-ready-to-fry,200,g
Personal Care,Hair Care,Parachute,Advansed Jasmine Non Sticky Coconut Hair Oil,400 ml (Get 90 ml Free),MRP: Rs 180,beauty-hygiene,hair-care,hair-oil-serum,400,ml
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Tata Sampann,Turmeric Powder/Arisina Pudi,200 g - Rs 51.00,Rs 51,foodgrains-oil-masala,masalas-spices,powdered-spices,200,g
Grocery/General Stores,Household and Kitchen needs,Elephant,"Stainless Steel Sink Basket, 24 cm",1 pc,Rs 1149,kitchen-garden-pets,kitchen-accessories,strainer-ladle-spatula,1,pc
Grocery/General Stores,Pet food and accessories,Glenand,"Padded Harness - 1 inch, Grey Colour",1 Pc,MRP: Rs 1010,kitchen-garden-pets,pet-food-accessories,pet-collars-leashes,1,pc
Grocery/General Stores,"Tea , Coffee and powders",Sancha,Chamomile Green Tea - Loose Leaf Tea,100 g,MRP: Rs 350,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,100,g
Personal Care,Baby Care,Bella,Bella Baby Happy Tissues - Mini,9 pcs (Pack of 8),MRP: Rs 88,baby-care,diapers-wipes,baby-wipes,9,pc
Grocery/General Stores,Household and Kitchen needs,Ciphands,Germ Protection Wipes,40 pcs,MRP: Rs 140,cleaning-household,disposables-garbage-bag,wet-wipe-pocket-tissues,40,pc
Grocery/General Stores,Household and Kitchen needs,Veggie Clean,"Clean Fruits & Vegetables Washing Liquid, Refill Pack",750 ml,Rs 265,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,750,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Fortune,Maida,500 g Pouch,Rs 36,foodgrains-oil-masala,atta-flours-sooji,sooji-maida-besan,500,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Sundrop,Peanut Butter- Creamy,200 g Bottle - Rs 95.00,Rs 95,snacks-branded-foods,spreads-sauces-ketchup,choco-nut-spread,200,g
Grocery/General Stores,"Tea , Coffee and Powders",Chaayos,"Instant Tea Premix - Masala, Regular Sugar",330 g (15 Sachet x 22 g each),Rs 299,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,330,g
Grocery/General Stores,Household and Kitchen needs,KMB,"Waste Segregation Kit - 2 Bins , 1 Bag",3 pcs,MRP: Rs 229,cleaning-household,bins-bathroom-ware,dustbins,3,pc
Grocery/General Stores,Chocolates,Amul,Super Fruit Chocolate,150 g,MRP:Rs 150,snacks-branded-foods,chocolates-candies,chocolates,150,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Safe Harvest,Whole Wheat Atta/Godihittu - Pesticide Free,5 kg,Rs 270,foodgrains-oil-masala,atta-flours-sooji,atta-whole-wheat,5,kg
Milk & Milk Products,Panner,Gowardhan,Fresh Paneer - Classic Block,200 g Pouch,Rs 90,bakery-cakes-dairy,dairy,paneer-tofu-cream,200,g
Grocery/General Stores,Biscuits and Cookies,Tasties,Premium Wafer Bites - Orange,100 g,MRP: Rs 85,snacks-branded-foods,biscuits-cookies,cream-biscuits-wafers,100,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Brown & Polson,Custard Powder - Vanilla Flavor,500 g,MRP: Rs 125,snacks-branded-foods,ready-to-cook-eat,dessert-mixes,500,g
Grocery/General Stores,Health Drinks & Supplements,Protinex,"Health Drink Chocolate 400G + Nutritional Supplement High Protein, Vanilla 400G",Combo 2 Items,Rs 1020,beverages,health-drink-supplement,men-women,2,pc
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Kohinoor,Charminar Basmati Rice/Basmati Akki - Select,5 kg - Rs 399.00,Rs 399,foodgrains-oil-masala,rice-rice-products,basmati-rice,5,kg
Grocery/General Stores,Breakfast Cereals,Bagrrys,"Muesli - Swiss Style (Almonds, Raisins & Dates)",500 g Carton,MRP: Rs 320,snacks-branded-foods,breakfast-cereals,muesli,500,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Chings,Secret Hot Garlic Instant Noodles,240 g Pouch - Rs52.20,Rs 52.20,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,240,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Gits,"Ready Mix - Kheer, Vermicelli",100 g,Rs 53,snacks-branded-foods,ready-to-cook-eat,dessert-mixes,100,g
Grocery/General Stores,Household and Kitchen needs,Gala,Spin Mop Handle - Refill,1 pc,MRP: Rs 700,cleaning-household,mops-brushes-scrubs,mops-wipers,1,pc
Grocery/General Stores,Household and Kitchen needs,Fackelmann,Nirosta Softgrip Scissors (20cm),1 pc,Rs 159,kitchen-garden-pets,kitchen-accessories,scissor-glue-tape,1,pc
Grocery/General Stores,Health care,Dabur,Chyawanprakash - Sugar Free,900 g Jar,Rs 370.50,beauty-hygiene,health-medicine,everyday-medicine,900,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Bisleri,Soda - The Club,600 ml Bottle,MRP: Rs 18,beverages,energy-soft-drinks,soda-cocktail-mix,600,ml
Grocery/General Stores,Ghee and Oil,Til Sona,Oil - Til,500 ml Bottle,MRP: Rs 180,foodgrains-oil-masala,edible-oils-ghee,other-edible-oils,500,ml
Chicken and meat,Fish and seafood,Sakana,Crab - Blue,1 kg Whole,MRP: Rs 580,eggs-meat-fish,fish-seafood,other-seafood,1,kg
Personal Care,Men's Grooming,The Man Company,Daily Moisturising Cream,50 g,Rs 237,beauty-hygiene,mens-grooming,face-body,50,g
Personal Care,Men's Grooming,Cinthol,Cool Bath Soap - 99.9% Germ Protection,100 g (Pack of 3) - Rs 104.00,MRP: Rs 104,beauty-hygiene,mens-grooming,bath-shower,100,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Hersheys,Strawberry Syrup,200 ml,Rs 85.50,snacks-branded-foods,ready-to-cook-eat,home-baking,200,ml
Grocery/General Stores,Pickles & Chutney,Spice Story,Amazing Mango Ginger Chutney,250 g,Rs 100,snacks-branded-foods,pickles-chutney,chutney-powder,250,g
Grocery/General Stores,"Utensils, Plastics & Storage",Cello,Master Chef Casserole Gift Set - Pink,3 pcs,Rs 609,kitchen-garden-pets,flask-casserole,casserole,3,pc
Personal Care,Baby Care,Pigeon Baby,Infant Nail Scissors,1 pc,MRP: Rs 795,baby-care,baby-accessories,combs-brushes-clippers,1,pc
Grocery/General Stores,Dry Fruits & Nuts,REGENCY,Black Raisin - Seedless,100 g,Rs 69,foodgrains-oil-masala,dry-fruits,raisins,100,g
Personal Care,Hair Care,Herbal Essence,Bio Renew Argan Oil Of Morocco Shampoo,400 ml - Rs426.00,Rs 426,beauty-hygiene,hair-care,shampoo-conditioner,400,ml
Personal Care,Skin Care,Organic Harvest,Lip Butter - Rose,4 g,Rs 179.10,beauty-hygiene,skin-care,lip-care,4,g
Grocery/General Stores,Household and Kitchen needs,Mortein,Insta Mosquito Repellent Liquid Refill,70 ml,MRP: Rs 129,cleaning-household,fresheners-repellents,mosquito-repellent,70,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Bemisa, Basmati Rice - Mothers Choice,5 kg,Rs 750,foodgrains-oil-masala,rice-rice-products,basmati-rice,5,kg
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Kingfisher,"Radler - Non Alcoholic Malt Drink, Mint & Lime",300 ml Glass Bottle,Rs 59,beverages,energy-soft-drinks,non-alcoholic-drinks,300,ml
Personal Care,Deo & Fragrance,United Colors Of Benetton,United Dreams Live Free Eau De Toilette,80 ml - Rs 1444.00,Rs 1444,beauty-hygiene,fragrances-deos,eau-de-toilette,80,ml
Grocery/General Stores,Pet food and accessories,Himalaya Pet Care,Erina - Coat Cleanser,450 ml,MRP: Rs 410,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,450,ml
Personal Care,Body Care,Palmolive,"Shower Gel - Aroma, Absolute Relax",750 ml - Rs 349.00,Rs 349,beauty-hygiene,bath-hand-wash,shower-gel-body-wash,750,ml
Grocery/General Stores,Household and Kitchen needs,Kvg,"Peeler - Nova, Stainless Steel",1 pc,Rs 45,kitchen-garden-pets,kitchen-accessories,knives-peelers,1,pc
Personal Care,Body Care,Lakme,"9 To 5 Complexion Care Face CC Cream, Beige, SPF 30, Conceals Dark Spots & Blemishes",9g,Rs 99,beauty-hygiene,skin-care,body-care,9,g
Grocery/General Stores,Breakfast Cereals,Kelloggs,Chocos Fills Double Chocolaty,250 g,MRP: Rs 175,snacks-branded-foods,breakfast-cereals,kids-cereal,250,g
Personal Care,Body Care,Dettol,Antiseptic - Disinfectant Liquid 1 L + Clinical Strength Hand Sanitizer 500 ml,Combo 2 Items,Rs 496.16,beauty-hygiene,bath-hand-wash,hand-wash-sanitizers,2,pc
Grocery/General Stores,Household and Kitchen needs,Kvg,"Sizzler Brownie Serveware Plate - Small, Brown",1 pc,Rs 475,kitchen-garden-pets,cookware-non-stick,cook-and-serve,1,pc
Personal Care,Body Care,House Protect,Surface Disinfectant Spray,200 ml,Rs 159,beauty-hygiene,bath-hand-wash,hand-wash-sanitizers,200,ml
Grocery/General Stores,Household and Kitchen needs,Apex,Colour Metal Dustbin / Garbage Bin - Mesh,14 L,Rs 259,cleaning-household,bins-bathroom-ware,dustbins,14,l
Grocery/General Stores,Pooja essentials,Mangaldeep,Puja Agarbattis - Pushpanjali,132 g (80 Sticks),MRP: Rs 50,cleaning-household,pooja-needs,agarbatti-incense-sticks,132,g
Grocery/General Stores,Household and Kitchen needs,Comfort,Perfume Deluxe - Glamour Fabric Conditioner,850 ml,Rs 230,cleaning-household,detergents-dishwash,fabric-pre-post-wash,850,ml
Grocery/General Stores,Health care,Dettol,Antiseptic Disinfectant Liquid,550 ml - Rs 175.00,Rs 175,beauty-hygiene,health-medicine,antiseptics-bandages,550,ml
Grocery/General Stores,Indian Sweets,IndiSecrets,Spirulina Chikkis,100 g (4 x 25 g each),Rs 55,snacks-branded-foods,indian-mithai,chikki-gajjak,100,g
Grocery/General Stores,"Tea , Coffee and Powders",Nescafe Gold,Coffee - Rich & Suave,100 g Jar,MRP: Rs 999,gourmet-world-food,drinks-beverages,coffee-pre-mix,100,g
Personal Care,Men's Grooming,Gillette,Fusion Power Shaving Razor,1 pc,Rs 435.00,beauty-hygiene,mens-grooming,moustache-beard-care,1,pc
Grocery/General Stores,Dry Fruits & Nuts,Tong Garden,Wasabi Coated Green Peas,500 g Pouch,Rs 255,gourmet-world-food,snacks-dry-fruits-nuts,roasted-seeds-nuts,500,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Mother's Recipe,Ginger Garlic Paste,500 g,Rs 120.35,foodgrains-oil-masala,masalas-spices,cooking-pastes,500,g
Grocery/General Stores,Baking Equipments,Rolex,"Aluminium Cake Mould - Rectangle, Assorted Colour",3 pcs,Rs 449,kitchen-garden-pets,bakeware,bakeware-accessories,3,pc
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",MTR,Ready To Eat - Bisibele Bhath,300 g Carton,Rs 89,snacks-branded-foods,ready-to-cook-eat,heat-eat-ready-meals,300,g
Personal Care,Skin Care,Joy,Revivify Glycolic Skin Firming + Youth Reviving With Natural AHA & Chamomile Extracts,150 ml,MRP: Rs 225,beauty-hygiene,skin-care,face-care,150,ml
Personal Care,Body Care,Dermafique,Hydratonique Gel Creme,50gm,Rs 749,beauty-hygiene,skin-care,face-care,50,g
Grocery/General Stores,Household and Kitchen needs,Ambi Pur,Air Effects – Room Air Freshener – Floral Escape – ,275g,Rs 279,cleaning-household,fresheners-repellents,air-freshner,275,g
Personal Care,Men's Grooming,Cinthol,Original Talc,300 g,Rs 132.30,beauty-hygiene,mens-grooming,talc,300,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Gatorade,Powder Orange,521g,Rs 1000,beverages,energy-soft-drinks,sports-energy-drinks,521,g
Grocery/General Stores,Stationery,Classmate,Octane Colour Fest Blue Ball Pen,5 pcs,Rs 49,cleaning-household,stationery,pen-pencils,5,pc
Grocery/General Stores,Health care,Kohinoor Condoms,Pleasure Pink,10 pcs Carton,MRP: Rs 79.70,beauty-hygiene,health-medicine,sexual-wellness,10,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Habanero,Hot Sauce - Bird Eye Chili & Red Bell Pepper,75 g - Rs60.00,Rs 60,gourmet-world-food,sauces-spreads-dips,thai-asian-sauces,75,g
Grocery/General Stores,Health Drinks & Supplements,Pediasure,Nutritional Powder - Kesar Badam,200 g Carton,MRP: Rs 310,beverages,health-drink-supplement,children-2-5-yrs,200,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba,Sauce - Sweet Onion,350 g,MRP: Rs 129,snacks-branded-foods,spreads-sauces-ketchup,tomato-ketchup-sauces,350,g
Personal Care,Hair Care,Indulekha,Bringha Hair Cleanser,200 ml - Rs210.00,Rs 210,beauty-hygiene,hair-care,shampoo-conditioner,200,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Double Horse,Puttupodi - White,1 kg Pouch - Rs 118.80,Rs 118.80,foodgrains-oil-masala,atta-flours-sooji,rice-other-flours,1,kg
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",BORGES,Durum Wheat Pasta - Fusilli 500 g + Durum Wheat Pasta - Penne Rigate 500 g,Combo 2 Items,Rs 234.22,gourmet-world-food,pasta-soup-noodles,pastas-spaghetti,2,pc
Grocery/General Stores,Indian Sweets,Paper Boat,Crushed Chikki Peanut Bar,16 g (Pack of 50),MRP: Rs 300,snacks-branded-foods,indian-mithai,chikki-gajjak,16,g
